,name,longitud,latitud,regular,premium,diesel
14503,"AUTO SERVICIO CASA MAGNA, S.A. DE C.V.",-115.3672,32.57969,18.19,19.49,20.19
14504,GRUPO GASOLINERO BILBAO SA DE CV,-103.1995,25.83126,20.18,21.16,22.5
14505,"AUTO SERVICIO CASA MAGNA, S.A. DE C.V.",-116.6086,31.88834,18.59,19.89,
14506,"AUTO SERVICIO CASA MAGNA, S.A. DE C.V.",-116.5886,31.89139,18.59,19.89,
14507,"OPERADORES DE ESTACIONES DE ENSENADA, S.A. DE C.V.",-116.5866,31.78338,18.59,19.89,
14508,SERVICIOS ESTRATEGICOS Y COMBUSTIBLES DE LA SIERRA,-107.914,25.81046,21.1,,
14509,POWER GAS SA DE CV,-111.0091,29.05838,19.89,,
14510,"OPERADORES DE ESTACIONES DE ENSENADA, S.A. DE C.V.",-116.6075,31.86345,18.79,19.99,20.19
14511,"SUPER SERVICIO STEPHENS, S.A.",-104.889,21.51759,20.38,22,
14512,"EMP. Y SERV. DEL NTE DE CHIAPAS ORLO, S.A. DE C.V.",-93.02035,17.27576,19.34,20.71,20.93
14513,SERVICIO GACERO S.A. DE C.V.,-102.3119,21.94802,,,21.89
14514,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-116.8806,32.50186,18.99,20.49,20.19
14522,HILDA CUEVAS MARTINEZ,-100.4323,20.66589,,,22.29
14523,OPERADORA ACUÑA SA DE CV,-100.936,29.32492,15.58,18.02,
14524,"OPERADORA LIBRAMIENTO DE ACUÑA, SA DE CV",-100.9727,29.32447,15.58,18.02,20.57
14525,"OPERADORA PIEDRAS, SA DE CV",-100.5555,28.67928,15.59,18.03,20.74
14526,OPERADORA DE COMBUSTIBLES GONZALEZ SA DE CV,-100.6789,29.0552,16.16,,
14527,"SERVICIO FRONTERIZO, SA DE CV",-100.5265,28.70504,15.59,18.03,
14528,"SERVICIO GONZALEZ DE ACUÑA, SA DE CV",-100.9168,29.29805,15.58,18.02,20.57
14529,OPERADORA DE COMBUSTIBLES GONZALEZ SA DE CV,-100.9045,29.01895,16.92,,20.44
14530,"COMERCIAL LOMAS DE ACUÑA, SA DE CV",-100.9488,29.30845,15.58,18.02,
14531,"SERVICIO EXCELSIOR, SA DE CV",-100.9679,29.33507,15.58,18.02,
14532,"ESTACION DE SERVICIO DEL NORTE, SA DE CV",-100.5561,28.64585,15.59,18.03,20.74
14533,"ESTACION DE SERVICIO DEL NORTE, SA DE CV",-100.5584,28.64443,15.59,18.03,20.74
14534,"SUPER GAS PIEDRAS, SA DE CV",-100.5663,28.68735,15.59,,
14535,"SUPER GAS PIEDRAS, SA DE CV",-100.8524,28.3841,21.29,22.16,21.66
14536,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-117.0322,32.53695,19.09,,
14537,"Servicio 727, S.A. de C.V.",-99.23739,18.95679,19.89,20.99,
14538,GABINO CESAR FRANCO CUEVAS,-100.4427,20.74731,20.3,21.2,
14539,AUTOSERVICIO ANVALES SA DE CV,-105.9986,28.59577,19.52,21.33,21.21
14540,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.9694,20.63033,20.64,22,
14541,"Autoconsumo Tlalpan, S.A. de C.V.",-99.13772,19.32397,,21.59,
14580,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-102.313,21.88589,19.8,,
14625,EMPRESAS SAN PEDRO SA DE CV,-105.4815,28.28831,19.75,20.9,20.85
14821,"VEVEGA, S.A. DE C.V.",-99.29031,19.39774,,21.49,
14829,PETROLIFEROS DEL CARIBE SA DE C V,-86.83815,21.16885,19.82,21.36,21.35
14831,LIBIA MAGDALENA ALCANTAR DIAZ,-104.636,24.01978,19.57,21.12,
14834,"ES GAS, S.A. DE C.V.",-101.7882,21.47499,20.9,22,21.95
14835,"ES GAS, S.A. DE C.V.",-101.6653,21.08954,20.5,22,21.7
14836,"ESTACIÓN DE SERVICIO ARIEL, S.A. DE C.V.",-98.74724,20.10691,18.99,20.43,
14837,"ESTACIÓN DE SERVICIO ARIEL, S.A. DE C.V.",-98.73749,20.03752,18.99,20.43,20.49
14838,"ESTACIÓN DE SERVICIO ARIEL, S.A. DE C.V.",-98.71631,20.0992,18.99,20.43,20.49
14845,"AUTOSERVICIO PREMIER AEROPUERTO, SA DE CV",-103.4012,25.55433,19.7,21,21.55
14847,GASOLINERA HASTA NO VER NO CREER S.A DE C.V,-97.76394,17.14053,17.57,19.05,18.57
14852,ARIZPE S.A. DE C.V.,-109.9644,30.63186,,,21.5
14853,ARIZPE S.A. DE C.V.,-110.1736,30.33231,19.38,,
14856,"COMBUSTIBLES LA CONSENTIDA, S.A. DE C.V.",-97.41187,18.72859,18.9,,
14857,"GASOLINERA DE LOS RIOS, S.A. DE C.V.",-91.73357,17.9429,,,
14863,GASOLINERA SIERRA DE CAMAYECA SA de CV,-109.0356,25.97466,20.6,23.1,21.9
14867,HELIODORO SOLIS VARGAS,-102.3551,17.98404,21.25,21.83,22.56
14869,SERVICIOS PERA QRO SA DE CV,-100.4398,20.69639,20.08,21.3,
14875,LAURA LOPEZ SOLIS,-99.23186,20.33292,19.15,,20.83
14876,"GASOLINERA LAS GARZAS, S.A. DE C.V.",-102.3058,18.02658,18.99,20.49,20.56
14877,AUTOSERVICIO CARREIRA SA DE CV,-101.301,20.65705,19.42,20.92,20.27
14894,"SERVICIO AHUITZOTL, S.A. DE C.V.",-99.9084,19.6191,16.13,17.83,17.07
14895,INMOBILIARIA MILLOALTO S.A. DE C.V.,-99.00644,19.20243,20.69,21.59,
14900,GASOLINERA RINDEMAS SA DE CV,-107.3789,24.80032,18.99,,
14907,MARIA GRACIELA TIZOC RODRIGUEZ,-107.3929,24.76399,19.5,21.95,
14908,SOLUCIONES PETROLERAS NORTH SA DE CV,-107.4147,24.81496,,21.73,
14912,SERVICIOS FETECO S.P.R. DE R.L.,-97.24128,18.57017,15.88,17.55,16.75
14913,SERVICIOS LA QUERENCIA S.A. DE C.V.,-104.3582,19.11993,,,21.8
14914,"Tlachichinolapa,s.a. de c.v.",-98.74127,17.77023,19.9,21.2,21
14917,GRUPO OPERATIVO BENEFICIO RURAL REGIONAL SA DE CV,-98.0203,16.45302,20.65,21.83,21.63
14918,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-93.37816,17.98289,,19.7,
15654,COMBUSTIBLES Y LUBRICANTES EL PUENTE S.A DE C.V.,-99.30804,22.53171,18.86,,20.36
15655,PLAZA GAS S.A DE C.V. ES. 11043,-102.353,21.85159,19.99,20.79,21.29
15656,GASOLINERA GRUPO DEL RIO SA DE CV,-102.8462,22.08908,20.33,,22.35
15657,EL SALTO DE LAS PEÑAS,-103.0473,20.65001,20.78,21.53,21.95
15658,GASOLINERA DE COLONIAS DE TAMPICO SA DE CV,-97.86363,22.23569,18.44,19.94,
15659,ESTACION DE SERVICIO CRUZ DORADA S.A DE C.V,-99.90426,16.83475,19.6,21.14,
15660,"LUIS ALVAREZ E HIJOS, S.A. DE C.V.",-116.5794,31.72975,18.79,19.99,20.19
15661,"BELLAS ARTES GASOLINERA, SA DE CV",-110.9417,31.30788,16.19,18.19,20.59
15662,"SERVICIO LAS CRUCES DE SANTA ANITA, S.A. DE C.V.",-103.4567,20.55667,,21.85,
15663,ENRIQUE ZEPEDA MORALEZ,-100.3223,19.4354,20.22,21.99,21.82
15664,MERCANTIL LA FRONTERA S.A. DE C.V.,-100.7399,19.67206,,21.34,
15665,"Exelco Carburantes, S.A. de C.V.",-99.51719,27.47369,14.77,16.93,
15666,"GRUPO GASOLINERO UNICO, S.A. DE C.V.",-95.11619,17.90683,18.5,19.95,
15667,"COMERCIALIZADORA ALEXA, S.A. DE C.V. ",-98.86069,19.52645,20.49,21.39,21.65
15668,"GASATEC, S.A. DE C.V.",-98.94801,19.61152,20.33,21.09,21.79
15669,CELIA BERNAL BERNAL,-106.6098,23.78664,,,20.5
15670,ERIKA JEANNETH MENDOZA MENDOZA,-97.69558,25.97122,15.55,17,
15671,OLGA ANASTACIA MIRANDA CORDERO,-117.0218,32.52094,18.87,,
15672,DISTRIBUIDORA GASO MEX S.A. DE C.V.,-106.4239,31.73331,13.95,15.95,
15673,SALVADOR CARBAJAL SANTOYO,-106.4616,31.40892,14.54,16.37,18.54
15674,Servicios Ecológicos de Yucatán S. de R.L. de C.V.,-89.72086,20.90574,19.43,20.77,20.69
15675,GASOLINERA Y SERVICIOS DE LA CRUZ S DE RL DE CV,-103.5055,25.57818,19.1,19.1,
15676,MARIANO TOPETE MACEDO,-104.4094,20.44892,20.96,21.29,21.88
15677,MULTISERVICIOS DE CALAKMUL SA DE CV,-89.41122,18.50907,,,21.45
15678,MULTISERVICIOS DE CALAKMUL SA DE CV,-89.74154,19.45757,19.09,19.63,20.19
15679,"GASERVICIO NACO S.A, DE C.V.",-109.9464,31.31379,,,20.8
15680,SANTA ESTHER DISTRIBUIDORA SA DE CV,-102.6663,20.37422,21.39,,
15681,ESTACION DE SERVICIO SANTA ANA SA DE CV,-98.29815,20.15697,19.11,20.46,20.71
15682,"INMOBILIARIA MVC PENINSULAR, S.A. DE C.V.",-88.29601,21.00768,18.99,,19.99
15683,REBECA OSUNA OSUNA,-106.7835,23.72302,20.9,,21.9
15684,"ESTACION DE SERVICIO POLOTITLAN, S.A. DE C.V.",-99.78913,16.84881,19.4,21.21,21
15685,AUTO SERVICIO DE LA CIENEGA S. DE L.R. DE C.V.,-102.4749,20.26629,,21.06,
15686,NOGALES ENERGETICOS S.A. DE C.V.,-116.9695,32.50832,18.99,20.35,20.15
15687,ENRIQUE OROZCO RIOS,-102.2195,19.83693,20.85,22,22.1
15688,Gasolinera Nico's S de R.L. de C.V,-96.408,19.0487,,,
15689,"GASOLINERA JARDEZ, S.A. DE C.V.",-102.7489,20.39146,21,21.65,21.9
15690,"ROLIGAS, S.A DE C.V",-111.0022,29.19741,15.9,17.64,16.86
15691,ELOISA CAMBEROS ARAIZA,-104.3658,19.45141,19.26,20.69,20.55
15692,CARBURANTES DEL PONIENTE SA DE CV ,-99.5031,27.4857,,,
15693,Sistema Para El Desarrollo Integral de la Familia del Estado de Quintana Roo,-87.48819,21.08739,20.09,21.29,
15694,ESTACION DE SERVICIO LA RECTA PLATINO SA DE CV,-98.23294,19.05927,19,20.2,20.2
15695,MARIA ELENA FLORES ACEVEDO,-103.0007,22.63181,20.16,21.21,21.55
15696,Petro Plaza SA de CV,-103.7641,20.41684,,,
15697,"SERVICIOS CALZADA, SA DE CV",-107.3818,24.80431,19.79,21.2,17.45
15698,Gasolinera Guajardo S.A de C.V,-98.09031,25.98572,14.65,,
15699,FRANCISCO SORIA LUNA,-106.1084,31.38938,17.2,,
15700,Gasolineras Don Juan SA de CV,-99.59161,19.14003,19.95,21.22,21.1
15701,DIZACRO DEL RIO S DE RL DE CV,-110.12,29.54454,20.15,21.02,22.1
15702,RAFAEL ESTRADA FLORES,-99.65015,18.99125,,,22.4
15703,PETROMIXTECAS S.A. DE C.V.,-97.48326,17.50678,20.67,22,22.6
15704,"PROMOTORA DINAMICA DE EMPRESAS, S.A. DE C.V. ",-108.1636,25.4773,19.66,21.79,21.95
15705,JOSE ALBERTO ASIS CALDERON,-101.4685,26.93187,19.99,20.99,21.99
15706,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V",-98.98665,19.35759,20.55,21.49,21.59
15707,FELIX ANGEL ELIZALDE CARRILLO,-99.22751,18.86739,19.6,20.6,21.7
15708,SUPER SERVICIO DAVILA AEROPUERTO SA DE CV,-102.2758,21.73692,,21.45,
15709,SUPER SERVICIO GASOLINERO DEL SUR S.A. DE C.V. ,-101.4674,19.23583,21.09,22.15,22.55
15710,ESTHER AGUILAR UREÑA,-104.0969,19.01368,20.35,,22.15
15711,SERVICIOS Y COMBUSTIBLES LEON S.A. DE C.V.,-102.0453,20.55238,20.65,21.75,22.5
15712,Servicios Ecológicos de Champoton S.A. de C.V.,-90.73247,19.34277,19.76,21.15,21.27
15713,Servicios Ecológicos de Champoton S.A. de C.V.,-90.14025,20.17073,19.94,21.06,21.66
15714,Servicios Ecológicos Muyil S.A. de C.V.,-90.22662,20.0347,19.95,21.03,21.59
15715,Servicios Ecológicos de Kanasín S.A. de C.V.,-89.58138,20.92477,19.43,21.07,20.82
15716,ESTACION DE SERV Y SUMINIST IXTACOMITAN SA DE CV,-93.10006,17.44172,,,
15717,ESTACION DE SERVICIO DEL DESIERTO S.A. DE C.V.,-110.9261,29.20981,,,22.59
15784,MULTILIQUIDOS DE HERMOSILLO SA DE CV,-111.4812,28.83949,20.94,,22.51
15785,"GOCSA, S.A. DE C.V.",-93.18326,18.41412,19.2,20.5,21
15786,SERVICIO RUIZ CORTINEZ S DE RL,-117.0105,32.52968,,19.99,
15787,GASOMICH TARASCA SA DE CV,-102.1877,17.97573,19.06,20.47,20.56
15788,"GASOLINERA LIBRAMIENTO LA ORILLA, S.A. DE C.V.",-102.2344,17.97401,19.1,20.6,20.55
15789,JOSE GUADALUPE RODRIGUEZ AGUILAR,-103.765,19.75097,21,22,22
15790,"GASOLINERA ACONCHI, S.A DE C.V",-110.2291,29.83193,20.03,21.63,21.53
15791,"Servicio Macuili, S.A. de C.V.",-93.02657,17.98098,18.64,,
15792,JOSE DEL CARMEN OLAN ARCE,-93.3811,18.28237,18.7,20.1,20.7
15843,"Gasolineras Rahel, S.A. de C.V.",-98.16934,19.11891,19.45,,20.67
15844,"SERVICIO CACAHUATEPEC, S.A. DE C.V.",-98.14931,16.62269,20.21,21.42,21.57
15845,"SERVICIO GASOLINERA ZAPOTLANEJO, S.A. DE C.V.",-103.3482,20.66347,20.8,,21.3
15846,BLANCA MARGARITA AYUP DEL BOSQUE,-103.228,25.53843,,,18.95
15847,"LIZARDE  Y COMPAÑIA, S.A. DE C.V.",-102.7073,21.4061,20.75,,
15848,"Super Servicio El Ancla, S.A. de C.V.",-99.20489,19.62717,20.45,,
15849,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-106.0261,28.67347,19.57,21.41,
15850,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-106.0832,28.71007,19.65,21.49,20.95
15851,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-105.9348,28.81266,19.52,20.94,
15852,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-102.2926,21.91474,19.82,,
15853,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.1651,20.55703,20,21.6,21.59
15854,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-102.289,21.90195,19.8,,
15855,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-106.0703,28.62524,19.65,21.49,20.95
15856,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-104.412,29.55834,,,
15857,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-104.4047,29.55801,,17.09,
15858,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-106.1484,28.7221,19.65,21.49,20.95
15859,"Gasolinas Humberto e Hijos, S.A. de C.V.",-103.1922,19.7378,,21.25,
15860,SERVICIO NAGUSIA S.A. DE C.V.,-86.9082,21.15222,19.79,21.24,21.34
15861,"Servicio Lerma El Dorado, S.A. de C.V.",-99.6143,19.41008,20.29,21.09,
15862,ESTACION DE SERVICIO SEMA S.A. DE C.V.,-101.4304,26.90883,19.7,21.2,21.55
15863,JOEL ARGUETA PIZAÑA,-100.2227,19.98724,,,
15864,ESTACION DE SERVICIO GARCIA SA DE CV ,-100.5879,18.59277,16.53,,17.48
15865,EDELMIRA LOPEZ COVARRUBIAS,-107.337,25.78669,,,
15866,"ESTACIÓN DE SERVICIO ARIEL, S.A. DE C.V.",-98.74076,20.12048,18.99,20.43,
15908,GASOLINERA MIRANDA SA DE CV,-100.3175,20.57071,20.22,21.35,21.68
15909,Servicio Magusa S.A de C.V.,-116.2087,31.06629,,20.49,
15910,SCU011029V7A,-100.8975,18.65182,16.53,,17.48
15911,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-106.1109,28.64858,19.65,21.49,
15912,"MR SERVICIO, S.A. DE C.V.",-102.312,21.89359,,20.8,
15913,"PAMHER SERVICIO, S.A. DE C.V.",-102.3277,21.87273,19.79,20.89,21.49
15914,MARCO AURELIO RIVAS FLORES,-103.4556,21.46518,16.55,18.48,17.27
15915,"SUPER SERVICIO SIERRA TEPEHUANES, SA DE CV",-105.7316,25.34154,16.04,17.74,16.85
15962,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3174,25.68961,,21.77,
15963,LUCILA LEONILA ACEVEDO ROJAS,-98.57806,17.54562,19.6,21.2,21
15964,"COMBU-EXPRESS, S.A. DE C.V.",-105.2359,21.05521,21.3,22.4,22.1
15965,GASOLINERA DEL NAYAR S.A. DE C.V.,-105.3812,21.70107,20.8,,21.99
15966,GASOLINERA DEL NAYAR S.A. DE C.V.,-105.2252,21.80918,,21.45,
15967,MA TERESA AYALA ALEMAN,-105.9373,25.93327,22.89,,23.89
16037,INTEGRADORA DE ORGANIZACIONES DE LA REGION HUICHOL,-104.7048,21.58801,20.6,,21.5
16038,LUIS BAUTISTA ZEPEDA,-102.9541,19.93505,20.69,,
16082,JOSE MA. GODOY SANCHEZ,-101.9916,20.99759,,21.55,
16083,FUTUROVISION S.A. DE C.V.,-110.9738,29.0858,20.14,,
16126,"ESTACION RAEL, S. DE R.L. DE C.V.",-116.868,32.44323,19.09,20.59,
16128,"Servicio Adonis, S.A. de C.V.",-99.10038,19.47434,,21.49,
16129,Servicios Ecológicos Muyil S.A. de C.V.,-90.73528,18.60558,20.17,21.45,21.32
16130,COMBUSTIBLES SIETE H S.A DE C.V.,-107.3793,24.58989,20.38,22.68,21.98
16131,NADOMIRY SA DE CV,-99.2831,19.50249,,,21.09
16132,GUILLERMO AMADOR LARA,-98.69077,18.88449,18,19.8,18.95
16133,POWER GAS SA DE CV,-110.9701,29.03322,20.09,21.42,
16134,"GASOLINERA DE TACAMBARO, S.A. DE C.V.",-101.4606,19.23093,21.03,22.12,22.5
16176,GERMAN PABLO RIVERA GONZALEZ,-109.0172,26.41003,20.94,21.79,21.79
16177,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.2908,24.65065,20.15,21.84,
16178,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3002,25.82491,,21.18,20.93
16180,ACEITES Y COMBUSTIBLES DE MEOQUI SA DE CV,-105.4869,28.27648,19.87,21.24,20.99
16181,CARLOS CASTILLO SOLIS,-89.73672,20.89227,,20.4,
16206,SERVICIO SINERGIA CEIBA SA DE CV,-93.39523,17.99948,,19.99,
16211,SERVICIO PLAYA HERMOSA S.A. DE C.V.,-99.75465,16.74398,19.7,,
16213,combustibles aditivos y servicios magicos s de rl ,-103.4122,20.67408,,21.8,
16214,SC PETROQUIMICA S.A. DE C.V.,-89.59489,21.03599,19.46,21.09,20.84
16215,MA. TERESA IBARRA SALAS,-101.8213,22.40055,,,22.49
16216,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,-115.4932,32.5958,,,20.05
16217,COMBO HIDALGO S.A. DE C.V.,-98.75942,20.08953,19.3,20.75,20.8
16218,SERVICIO GASOLINERO SANTA TERESA S.A. DE C.V.,-96.17036,19.18932,20.75,21.54,21.98
16219,GASOLINERIA LEADER DUCE EXPRESS S.A DE C.V,-103.3096,20.64557,20.45,21.4,
16220,DISDEGA SA DE CV,-97.86693,22.31529,18.73,20.08,20.12
16221,"SERVICIO CAMIRRE, S.A. DE C.V.",-98.57304,19.25541,20.34,21.29,
16222,JOSE ANTONIO NAYA AMAYA,-104.9041,21.48926,20.98,22.74,
16223,CARBURANTES DE YUCATAN SA DE CV,-89.67767,20.90713,,,20.84
16224,"JORIMAR GASOLINEROS, S.A. DE C.V.",-103.3614,20.43613,,,
16225,GRUPO GASOLINERO SAMARA SA DE CV,-105.2612,20.74134,21.3,,
16226,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-94.9615,17.88168,18.68,19.74,20.39
16227,SERVICIO PRIMA SA DE CV,-94.91113,17.94241,,,20.82
16228,Servicio Cupula SA de CV,-99.25231,19.69813,20.39,21.56,21.89
16236,COMERCIALIZADORA DE COMBUSTIBLES TIFA SA DE CV,-96.45618,18.76547,19.89,21.19,21.47
16239,JOSE JORGE SARABIA SERRANO,-100.8236,20.28631,20.74,21.69,22.33
20757,GASOLINERA MONTAJES SA DE CV,-93.19053,16.76569,19.06,20.21,21.19
20764,ESTACIÓNDESERVICIOSMULTIPLESSANTONIÑODOCTORSADECV,-97.89888,18.96059,,20.71,
20765,"ZOHAN GAS, S. DE R.L. DE C.V.",-98.43809,18.89708,,20.81,
20766,"MEGASERVICIO FIRA, S.A. DE C.V.",-96.74558,17.08625,20.15,21.69,
20769,HUMBERTO DE LA CRUZ MURIAS,-93.7197,16.68978,,,
20820,RUTA DE LA MARTINIANA S.A DE C.V.,0,0,19.1,20.6,20.1
20822,CONSORCIO GASOLINERO ORBAN SA DE CV,-99.21272,20.35322,19.2,20,20.9
20852,"GASOLINAS LIBRAMIENTO 1000, S.A. DE C.V.",-104.8977,21.47935,20.96,22.7,21.44
20853,"GASERVICIO COLINAS, S.A. DE C.V.",-110.9218,27.9061,20.29,,
20855,Gasolinerias Gomez SA de CV,-97.08229,20.46197,19.4,20.5,
20856,CENTRO GASOLINERO 8T S.A. DE C.V.,-97.33668,20.39186,19.47,20.61,21.2
20857,Servicio Martin Tostado S.A. de C.V.,-102.3444,21.25496,19.85,21.37,21.17
20858,ESTACION DE SERVICIO EL RINCON SA DE CV ,-94.54817,17.57514,18.96,19.96,
20859,"SERVICIO GASOLINERO ALDO, S.A. DE C.V.",-99.1143,19.64255,,21.54,
20860,"SUMINISTROS AUTOMOTRICES VAZTER, S.A. DE C.V.",-104.4705,24.78333,20.29,,22.15
20861,ESTACIONES DE SERVICIO AGV SA de CV,-98.39278,26.0351,,16.89,
20862,"Servicio Sermato, S.A. de C.V.",-99.78105,19.23041,20.29,21.44,21.89
20863,SERVICIO BRINGOM S.A. DE C.V.,-98.95477,19.26262,20.2,20.8,21.91
20864,GASOLINERA TAJA PLUS S.A. DE C.V.,-99.96077,16.89621,19.39,21.79,20.22
20865,GRUPO JGJ-LUAN SA DE CV,-101.7873,21.10485,,21.65,21.6
20866,Combustibles La Luz S.A. de C.V.,-96.94807,18.91609,19.25,,21.1
20867,ME GASSERVICIO SA DE CV,-110.2655,31.00288,,21.15,
20868,Grupo Ortiz-Henric S.A. de C.V.,-99.59608,19.23032,17.66,19.05,18.67
20869,"COMBUSTIBLES PLAZA FIESTA, S.A. DE C.V.",-89.59056,21.00764,,,
20870,GASOLINERA LOS DOS POTRILLOS S.A. DE C.V.,-109.6852,29.8022,20.55,21.55,22.5
20871,RODRIGO TAMAYO VAZQUEZ,-102.3849,20.16992,20.99,,22.2
20872,GRUPO GASOLINERO ROVOL S.A DE C.V.,-100.9112,22.12122,19.56,20.84,20.63
20873,GASOLINERA Y SERVICIOS DE LA CRUZ S DE RL DE CV,-103.8473,25.83433,,,18.61
20874,"GASOLIO, S.A. DE C.V.",-103.3543,20.71781,20.7,21.45,21.52
20875,fmp gas sa de cv,-115.4265,32.65879,,19.15,
20876,"SERVICIO ARROYO ALAZANAS, S.A. DE C.V.",-99.54217,27.49469,,17.81,
20877,AUTOSERVICIO ALEGRIAS SA DE CV,-108.4707,25.5833,20.2,,
20878,"Hidrocarburos Campeche, S.A de C.V. ",-90.72765,19.32837,19.44,21.21,20.63
20879,NOGALES ENERGETICOS S.A. DE C.V.,-109.7098,23.13705,20.59,21.79,
20880,COMBUSTIBLES MINA S.A. DE C.V.,-98.37794,19.16645,19.15,20.35,20.35
20881,EJIDO SAYULITA,-105.4074,20.89489,21.3,22.54,22.23
20882,LUNA GAS S.A. DE C.V.,-98.0672,20.17533,19.79,20.59,21.58
20883,"GRUPO GASOLINERO ALIMAR, S.A. DE C.V.",-103.4347,25.39507,19.99,,21.36
20884,GRUPO GASOLINERO TIERRA CALIENTE SA DE CV ,-100.8997,18.62843,21.09,21.79,
20885,DISTRIBUIDORA CLARA S.A DE C.V.,-106.4251,31.72655,13.95,15.95,
20886,SERVICIO EL JARUDO S.A. DE C.V.,-106.4434,31.69826,13.95,15.95,
20887,COMBUSTIBLES CRISAN DEL CENTRO S. A. de C. V.,-99.23153,18.90459,19.75,20.66,21.5
20888,COMBUSTIBLES CRISAN DEL CENTRO S. A. de C. V.,-99.25662,18.93863,19.8,,21.97
20889,"ASFALTOS UNIVERSALES, S.A. DE C.V.",-101.1831,20.57163,20.28,21.37,22.43
20890,Gasolinera Gran Patio Poza Rica SA de CV,-97.43284,20.57074,19.39,20.39,21.59
20891,"SERVICIO JADSA, S.A. DE C.V.",-102.2973,21.94577,20,21.45,21.69
20892,"PETROMAX, S.A. DE C.V.",-100.0024,25.5821,19.99,,
20893,"PETROMAX, S.A. DE C.V.",-100.1086,25.81581,19.99,,
20894,"PETROMAX, S.A. DE C.V.",-100.8963,25.45824,,21.4,
20895,"PETROMAX, S.A. DE C.V.",-100.2929,25.84832,19.99,,
20896,"PETROMAX, S.A. DE C.V.",-100.3353,25.79267,19.99,,
20897,CORPORACION INTEGRADORA EMPRESARIAL DEL BAJIO ,-100.9098,20.51614,20.6,21.61,22.65
20898,SERVICIOS GASEROS DEL GOLFO SA DE CV ,-88.28318,18.51191,20.25,21.53,21.5
20899,Gasolineros Morelianos SA de CV,-101.2203,19.698,19.99,20.99,21.5
20900,"ESTACION DE SERVICIO CRANNI, S.A. DE C.V.",-100.314,18.57202,,,
20901,MARIA EUGENIA MORALES ARVIZU,-109.9732,27.48302,,,21.99
20902,GASOLINERIA EMILIO CARRANZA SA DE CV,-97.6639,19.71613,19.68,,21.6
20903,GASERVICIO ORIENTE SA DE CV,-110.9119,29.12181,19.94,,
20904,GRUPO GOCALVI SA DE CV,-101.6264,21.06352,,,21.69
20905,COMERCIALIZADORA ENERGETICOS RANCHO SAN JUAN SA DE,-99.7377,19.43429,19.8,20.75,21.7
20906,"MASGAS, S.A. DE C.V.",-102.8583,23.19628,20.18,21.65,21.75
20907,CONSORCIO GASOLINERO GEOPOLIS S.A. DE C.V.,-99.19225,18.81285,19.6,20.7,20.8
20908,SERVICIO MATA DE ZARZA SA DE CV,-96.669,19.2292,,,
20909,COMBU SERVICE  S.A. DE C.V.,-100.8118,20.53684,19.77,21.6,
20910,INDIRCO S.A DE C.V ,-100.7958,20.53678,20.58,22.29,21.9
20911,ALEJANDRO RODRIGUEZ PEREZ,-107.4028,29.19018,,,17.37
20912,GASMEX S.A. DE C.V.,-100.2973,20.62988,19.76,21.28,21.19
20914,"Inmobiliaria El Cutiro, S.A. de C.V. ",-99.20335,19.68684,20.29,21.29,21.39
20915,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-102.2995,21.85934,20.01,,
20928,"GRUPO OCTANO, S.A. DE C.V.",-104.8493,21.46852,20.91,22.58,21.59
20931,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,-99.20296,19.57618,,,21.29
20932,ENERGIA Y SERVICIOS COORDINADOS S.A. DE C.V.,-103.3154,25.32523,19.79,,
20934,ESTACION DE SERVICIO CANTICAS SA DE CV,-94.56376,18.11108,,,20.49
20935,Servicio Venezuela S.A. de C.V.,-106.8544,28.42425,,20.79,
20937,"GRUPO FERCHE, S.A. DE C.V.",-96.87094,19.50826,19.49,20.32,21.17
20940,GRUPO GASOLINERO EL JACAL S.A.P.I. DE C.V.,-100.485,20.56077,,,22.07
